# Species	Genes	Alg.-Conn.	Human_ERR414243_bin.4.fna.faa	Human_SRR5056681_bin.100.fna.faa	Human_SRR5056817_bin.33.fna.faa	Human_SRR5056841_bin.46.fna.faa	Human_SRR5056944_bin.12.fna.faa	Human_SRR5056994_bin.72.fna.faa	Human_SRR5558136_bin.38.fna.faa	Human_SRR6028624_bin.16.fna.faa	Rumen_CACVNT01.fna.faa	Rumen_CACVQO01.fna.faa	Rumen_CACVRV01.fna.faa	Rumen_CACVSO01.fna.faa	Rumen_CACVSX01.fna.faa	Rumen_CACWHG01.fna.faa	Rumen_CACWMC01.fna.faa	Rumen_CACWMY01.fna.faa	Rumen_CACWPH01.fna.faa	Rumen_CACYST01.fna.faa	Rumen_CADAEW01.fna.faa	Rumen_CADAIA01.fna.faa	Rumen_CADBJG01.fna.faa	Rumen_CADBNS01.fna.faa	baboon1.faa	maccaque1.faa	maccaque2.faa	maccaque3.faa	maccaque4.faa	maccaque5.faa	maccaque6.faa	maccaque7.faa
30	30	0.00741	Human_ERR414243_bin.4.fna_01428	Human_SRR5056681_bin.100.fna_01142	Human_SRR5056817_bin.33.fna_00679	Human_SRR5056841_bin.46.fna_01399	Human_SRR5056944_bin.12.fna_01141	Human_SRR5056994_bin.72.fna_00258	Human_SRR5558136_bin.38.fna_01090	Human_SRR6028624_bin.16.fna_00081	Rumen_CACVNT01.fna_01615	Rumen_CACVQO01.fna_01644	Rumen_CACVRV01.fna_00234	Rumen_CACVSO01.fna_01430	Rumen_CACVSX01.fna_01182	Rumen_CACWHG01.fna_01954	Rumen_CACWMC01.fna_01811	Rumen_CACWMY01.fna_01421	Rumen_CACWPH01.fna_01958	Rumen_CACYST01.fna_01882	Rumen_CADAEW01.fna_01476	Rumen_CADAIA01.fna_00091	Rumen_CADBJG01.fna_01424	Rumen_CADBNS01.fna_00656	baboon1_02034	maccaque1_00879	maccaque2_01645	maccaque3_01893	maccaque4_01634	maccaque5_01622	maccaque6_01777	maccaque7_01830
9	9	0.0695	*	*	*	*	*	*	*	*	Rumen_CACVNT01.fna_02355	*	*	*	Rumen_CACVSX01.fna_00412	Rumen_CACWHG01.fna_01411	Rumen_CACWMC01.fna_00212	Rumen_CACWMY01.fna_01121	*	Rumen_CACYST01.fna_00964	Rumen_CADAEW01.fna_01245	Rumen_CADAIA01.fna_00237	*	Rumen_CADBNS01.fna_00912	*	*	*	*	*	*	*	*
8	9	0.241	*	*	*	*	*	*	*	*	Rumen_CACVNT01.fna_00650	Rumen_CACVQO01.fna_00036,Rumen_CACVQO01.fna_00377	*	Rumen_CACVSO01.fna_00446	*	Rumen_CACWHG01.fna_00672	Rumen_CACWMC01.fna_00737	Rumen_CACWMY01.fna_00143	*	*	Rumen_CADAEW01.fna_00434	Rumen_CADAIA01.fna_00390	*	*	*	*	*	*	*	*	*	*
8	9	0.355	*	Human_SRR5056681_bin.100.fna_01607	Human_SRR5056817_bin.33.fna_01823	Human_SRR5056841_bin.46.fna_01378	Human_SRR5056944_bin.12.fna_01975	Human_SRR5056994_bin.72.fna_00940	*	*	*	*	*	*	Rumen_CACVSX01.fna_02584	Rumen_CACWHG01.fna_02391,Rumen_CACWHG01.fna_02005	*	*	*	Rumen_CACYST01.fna_02425	*	*	*	*	*	*	*	*	*	*	*	*
30	30	0.127	Human_ERR414243_bin.4.fna_00029	Human_SRR5056681_bin.100.fna_01661	Human_SRR5056817_bin.33.fna_01753	Human_SRR5056841_bin.46.fna_01925	Human_SRR5056944_bin.12.fna_02035	Human_SRR5056994_bin.72.fna_01734	Human_SRR5558136_bin.38.fna_00066	Human_SRR6028624_bin.16.fna_01255	Rumen_CACVNT01.fna_01317	Rumen_CACVQO01.fna_00238	Rumen_CACVRV01.fna_00284	Rumen_CACVSO01.fna_01253	Rumen_CACVSX01.fna_00508	Rumen_CACWHG01.fna_01110	Rumen_CACWMC01.fna_01066	Rumen_CACWMY01.fna_00268	Rumen_CACWPH01.fna_00064	Rumen_CACYST01.fna_00210	Rumen_CADAEW01.fna_00059	Rumen_CADAIA01.fna_01471	Rumen_CADBJG01.fna_01781	Rumen_CADBNS01.fna_02137	baboon1_00577	maccaque1_00137	maccaque2_00089	maccaque3_00256	maccaque4_00095	maccaque5_00038	maccaque6_01436	maccaque7_00458
22	22	0.0722	Human_ERR414243_bin.4.fna_00299	Human_SRR5056681_bin.100.fna_00394	Human_SRR5056817_bin.33.fna_00634	Human_SRR5056841_bin.46.fna_00442	Human_SRR5056944_bin.12.fna_00904	Human_SRR5056994_bin.72.fna_00450	Human_SRR5558136_bin.38.fna_01740	Human_SRR6028624_bin.16.fna_00240	Rumen_CACVNT01.fna_00614	Rumen_CACVQO01.fna_00231	Rumen_CACVRV01.fna_00545	Rumen_CACVSO01.fna_01364	Rumen_CACVSX01.fna_02076	Rumen_CACWHG01.fna_01237	Rumen_CACWMC01.fna_00044	Rumen_CACWMY01.fna_00735	Rumen_CACWPH01.fna_00108	*	Rumen_CADAEW01.fna_00149	Rumen_CADAIA01.fna_00543	Rumen_CADBJG01.fna_01140	Rumen_CADBNS01.fna_02020	*	*	*	*	*	*	*	maccaque7_00872
20	21	0.124	Human_ERR414243_bin.4.fna_00748	Human_SRR5056681_bin.100.fna_00562	Human_SRR5056817_bin.33.fna_00165	Human_SRR5056841_bin.46.fna_00514	Human_SRR5056944_bin.12.fna_00304	*	*	Human_SRR6028624_bin.16.fna_02276	Rumen_CACVNT01.fna_00276	Rumen_CACVQO01.fna_01767	Rumen_CACVRV01.fna_00766	Rumen_CACVSO01.fna_02141,Rumen_CACVSO01.fna_01861	Rumen_CACVSX01.fna_00797	Rumen_CACWHG01.fna_00356	Rumen_CACWMC01.fna_00243	Rumen_CACWMY01.fna_01575	Rumen_CACWPH01.fna_00837	Rumen_CACYST01.fna_00874	Rumen_CADAEW01.fna_00615	Rumen_CADAIA01.fna_02372	Rumen_CADBJG01.fna_03504	Rumen_CADBNS01.fna_01263	*	*	*	*	*	*	*	*
30	32	0.206	Human_ERR414243_bin.4.fna_00925	Human_SRR5056681_bin.100.fna_01630	Human_SRR5056817_bin.33.fna_01672	Human_SRR5056841_bin.46.fna_01215	Human_SRR5056944_bin.12.fna_01626	Human_SRR5056994_bin.72.fna_01360	Human_SRR5558136_bin.38.fna_01336	Human_SRR6028624_bin.16.fna_00750	Rumen_CACVNT01.fna_02272	Rumen_CACVQO01.fna_01735	Rumen_CACVRV01.fna_01477	Rumen_CACVSO01.fna_01213,Rumen_CACVSO01.fna_02044	Rumen_CACVSX01.fna_01707	Rumen_CACWHG01.fna_02060	Rumen_CACWMC01.fna_01665	Rumen_CACWMY01.fna_01349	Rumen_CACWPH01.fna_00239	Rumen_CACYST01.fna_00248	Rumen_CADAEW01.fna_01162	Rumen_CADAIA01.fna_02243	Rumen_CADBJG01.fna_03763,Rumen_CADBJG01.fna_00905	Rumen_CADBNS01.fna_02109	baboon1_00611	maccaque1_00172	maccaque2_00446	maccaque3_00291	maccaque4_00060	maccaque5_00074	maccaque6_01864	maccaque7_00423
26	26	0.259	Human_ERR414243_bin.4.fna_01691	Human_SRR5056681_bin.100.fna_00131	Human_SRR5056817_bin.33.fna_00758	Human_SRR5056841_bin.46.fna_01867	Human_SRR5056944_bin.12.fna_00129	Human_SRR5056994_bin.72.fna_00660	Human_SRR5558136_bin.38.fna_00177	Human_SRR6028624_bin.16.fna_00864	Rumen_CACVNT01.fna_00128	*	Rumen_CACVRV01.fna_00681	*	Rumen_CACVSX01.fna_02490	*	Rumen_CACWMC01.fna_00838	Rumen_CACWMY01.fna_00363	*	Rumen_CACYST01.fna_00483	Rumen_CADAEW01.fna_01984	Rumen_CADAIA01.fna_01866	Rumen_CADBJG01.fna_02521	Rumen_CADBNS01.fna_01011	baboon1_01204	maccaque1_01658	maccaque2_01526	maccaque3_01677	maccaque4_01613	maccaque5_01562	maccaque6_01337	maccaque7_01618
17	18	0.246	*	*	*	*	*	*	Human_SRR5558136_bin.38.fna_00229	*	Rumen_CACVNT01.fna_00957	Rumen_CACVQO01.fna_00459	Rumen_CACVRV01.fna_00403	Rumen_CACVSO01.fna_00310	Rumen_CACVSX01.fna_00352	Rumen_CACWHG01.fna_02306	Rumen_CACWMC01.fna_01321	*	*	Rumen_CACYST01.fna_03104,Rumen_CACYST01.fna_01702	Rumen_CADAEW01.fna_00349	Rumen_CADAIA01.fna_00730	Rumen_CADBJG01.fna_00865	Rumen_CADBNS01.fna_00283	baboon1_01262	maccaque1_01437	*	maccaque3_01587	maccaque4_01252	*	*	*
18	18	0.0659	Human_ERR414243_bin.4.fna_00891	*	*	*	*	*	Human_SRR5558136_bin.38.fna_01549	*	Rumen_CACVNT01.fna_00983	Rumen_CACVQO01.fna_01159	Rumen_CACVRV01.fna_01108	Rumen_CACVSO01.fna_00413	Rumen_CACVSX01.fna_00068	Rumen_CACWHG01.fna_00578	Rumen_CACWMC01.fna_00623	Rumen_CACWMY01.fna_02211	Rumen_CACWPH01.fna_01465	Rumen_CACYST01.fna_02133	Rumen_CADAEW01.fna_02069	Rumen_CADAIA01.fna_00975	Rumen_CADBJG01.fna_02317	Rumen_CADBNS01.fna_01678	baboon1_01982	*	*	maccaque3_01901	*	*	*	*
20	22	0.354	Human_ERR414243_bin.4.fna_01459	Human_SRR5056681_bin.100.fna_00812	Human_SRR5056817_bin.33.fna_00294	*	Human_SRR5056944_bin.12.fna_00509	Human_SRR5056994_bin.72.fna_01167	Human_SRR5558136_bin.38.fna_01919	Human_SRR6028624_bin.16.fna_00306	*	*	Rumen_CACVRV01.fna_01246	Rumen_CACVSO01.fna_00454,Rumen_CACVSO01.fna_02499	Rumen_CACVSX01.fna_00021	*	*	*	*	Rumen_CACYST01.fna_01933	*	*	Rumen_CADBJG01.fna_00790,Rumen_CADBJG01.fna_02659	Rumen_CADBNS01.fna_00937	baboon1_00484	maccaque1_00779	maccaque2_01329	maccaque3_01698	*	maccaque5_01052	maccaque6_01731	maccaque7_01646
21	22	0.322	*	*	*	*	*	*	Human_SRR5558136_bin.38.fna_01770	*	Rumen_CACVNT01.fna_02215	*	Rumen_CACVRV01.fna_00703	*	Rumen_CACVSX01.fna_00460	Rumen_CACWHG01.fna_00509	Rumen_CACWMC01.fna_00905	Rumen_CACWMY01.fna_01205	Rumen_CACWPH01.fna_01501	Rumen_CACYST01.fna_01760,Rumen_CACYST01.fna_00285	Rumen_CADAEW01.fna_00245	Rumen_CADAIA01.fna_00633	Rumen_CADBJG01.fna_03236	Rumen_CADBNS01.fna_00046	baboon1_01335	maccaque1_01129	maccaque2_00325	maccaque3_01220	maccaque4_00403	maccaque5_00537	maccaque6_01468	maccaque7_01353
13	14	0.367	*	*	*	*	*	*	*	*	Rumen_CACVNT01.fna_01713	Rumen_CACVQO01.fna_00502	Rumen_CACVRV01.fna_00850	*	Rumen_CACVSX01.fna_02481	Rumen_CACWHG01.fna_00337	Rumen_CACWMC01.fna_01171	Rumen_CACWMY01.fna_00890	Rumen_CACWPH01.fna_00779	Rumen_CACYST01.fna_02656	Rumen_CADAEW01.fna_01931	Rumen_CADAIA01.fna_02181	Rumen_CADBJG01.fna_02671,Rumen_CADBJG01.fna_00419	Rumen_CADBNS01.fna_00369	*	*	*	*	*	*	*	*
14	14	0.188	Human_ERR414243_bin.4.fna_01251	Human_SRR5056681_bin.100.fna_01677	Human_SRR5056817_bin.33.fna_01737	Human_SRR5056841_bin.46.fna_01900	Human_SRR5056944_bin.12.fna_02061	Human_SRR5056994_bin.72.fna_01888	*	Human_SRR6028624_bin.16.fna_00981	Rumen_CACVNT01.fna_00663	Rumen_CACVQO01.fna_00045	Rumen_CACVRV01.fna_01408	*	Rumen_CACVSX01.fna_00752	*	*	*	Rumen_CACWPH01.fna_00680	Rumen_CACYST01.fna_02693	*	*	Rumen_CADBJG01.fna_00810	*	*	*	*	*	*	*	*	*
26	28	0.257	Human_ERR414243_bin.4.fna_01184	Human_SRR5056681_bin.100.fna_01581	Human_SRR5056817_bin.33.fna_01534	Human_SRR5056841_bin.46.fna_01514	Human_SRR5056944_bin.12.fna_01564	Human_SRR5056994_bin.72.fna_01352	Human_SRR5558136_bin.38.fna_00202	*	Rumen_CACVNT01.fna_00219	Rumen_CACVQO01.fna_01390	Rumen_CACVRV01.fna_00370	Rumen_CACVSO01.fna_01874,Rumen_CACVSO01.fna_00494	Rumen_CACVSX01.fna_02285	Rumen_CACWHG01.fna_00814	Rumen_CACWMC01.fna_01762	Rumen_CACWMY01.fna_01237	Rumen_CACWPH01.fna_00548	*	*	Rumen_CADAIA01.fna_01897	Rumen_CADBJG01.fna_03982,Rumen_CADBJG01.fna_03294	Rumen_CADBNS01.fna_01792	baboon1_01230	maccaque1_01906	*	maccaque3_01527	maccaque4_00787	maccaque5_01472	maccaque6_00618	maccaque7_01528
24	25	0.162	*	Human_SRR5056681_bin.100.fna_00317	Human_SRR5056817_bin.33.fna_01625	Human_SRR5056841_bin.46.fna_00100	Human_SRR5056944_bin.12.fna_01039	Human_SRR5056994_bin.72.fna_00404	Human_SRR5558136_bin.38.fna_01872	Human_SRR6028624_bin.16.fna_00565	Rumen_CACVNT01.fna_01901	*	*	*	Rumen_CACVSX01.fna_02297	*	Rumen_CACWMC01.fna_01692	Rumen_CACWMY01.fna_01839	*	Rumen_CACYST01.fna_01570,Rumen_CACYST01.fna_02160	Rumen_CADAEW01.fna_02058	Rumen_CADAIA01.fna_01225	Rumen_CADBJG01.fna_01527	Rumen_CADBNS01.fna_00535	baboon1_01506	maccaque1_00965	maccaque2_00988	maccaque3_00971	maccaque4_00505	maccaque5_01266	maccaque6_01032	maccaque7_01091
15	15	0.191	Human_ERR414243_bin.4.fna_00186	*	*	*	Human_SRR5056944_bin.12.fna_00588	*	*	*	Rumen_CACVNT01.fna_01336	Rumen_CACVQO01.fna_00234	Rumen_CACVRV01.fna_00288	Rumen_CACVSO01.fna_01513	Rumen_CACVSX01.fna_01067	Rumen_CACWHG01.fna_01541	Rumen_CACWMC01.fna_00787	Rumen_CACWMY01.fna_00194	Rumen_CACWPH01.fna_00069	*	Rumen_CADAEW01.fna_00733	Rumen_CADAIA01.fna_00339	Rumen_CADBJG01.fna_01777	Rumen_CADBNS01.fna_01821	*	*	*	*	*	*	*	*
19	19	0.0974	*	Human_SRR5056681_bin.100.fna_00942	Human_SRR5056817_bin.33.fna_00036	Human_SRR5056841_bin.46.fna_00310	Human_SRR5056944_bin.12.fna_00721	Human_SRR5056994_bin.72.fna_00157	*	Human_SRR6028624_bin.16.fna_00919	Rumen_CACVNT01.fna_01941	*	Rumen_CACVRV01.fna_01788	Rumen_CACVSO01.fna_01028	Rumen_CACVSX01.fna_02118	Rumen_CACWHG01.fna_01209	Rumen_CACWMC01.fna_01559	Rumen_CACWMY01.fna_01657	Rumen_CACWPH01.fna_01682	Rumen_CACYST01.fna_02905	Rumen_CADAEW01.fna_00982	Rumen_CADAIA01.fna_02096	Rumen_CADBJG01.fna_00224	Rumen_CADBNS01.fna_01501	*	*	*	*	*	*	*	*
19	19	0.225	Human_ERR414243_bin.4.fna_00234	Human_SRR5056681_bin.100.fna_01125	Human_SRR5056817_bin.33.fna_00696	Human_SRR5056841_bin.46.fna_01436	Human_SRR5056944_bin.12.fna_01158	Human_SRR5056994_bin.72.fna_00241	Human_SRR5558136_bin.38.fna_00527	Human_SRR6028624_bin.16.fna_00098	*	*	Rumen_CACVRV01.fna_00735	*	*	*	*	*	Rumen_CACWPH01.fna_01906	*	*	*	Rumen_CADBJG01.fna_01253	*	baboon1_00043	maccaque1_00684	maccaque2_00744	maccaque3_00787	maccaque4_00323	maccaque5_00313	maccaque6_00464	maccaque7_00486
12	12	0.0866	Human_ERR414243_bin.4.fna_01582	*	Human_SRR5056817_bin.33.fna_00783	Human_SRR5056841_bin.46.fna_00656	Human_SRR5056944_bin.12.fna_01105	Human_SRR5056994_bin.72.fna_00878	*	Human_SRR6028624_bin.16.fna_00126	Rumen_CACVNT01.fna_00445	Rumen_CACVQO01.fna_00671	*	*	Rumen_CACVSX01.fna_00102	Rumen_CACWHG01.fna_00863	*	*	*	Rumen_CACYST01.fna_00646	*	*	*	Rumen_CADBNS01.fna_01365	*	*	*	*	*	*	*	*
16	16	0.124	Human_ERR414243_bin.4.fna_00612	Human_SRR5056681_bin.100.fna_00788	Human_SRR5056817_bin.33.fna_00270	Human_SRR5056841_bin.46.fna_01563	Human_SRR5056944_bin.12.fna_00485	Human_SRR5056994_bin.72.fna_01403	*	*	*	*	Rumen_CACVRV01.fna_00584	Rumen_CACVSO01.fna_01234	*	*	*	*	Rumen_CACWPH01.fna_00753	*	*	*	Rumen_CADBJG01.fna_00255	*	baboon1_01619	*	*	maccaque3_01347	maccaque4_01114	maccaque5_01770	maccaque6_00915	maccaque7_01446
21	22	0.135	Human_ERR414243_bin.4.fna_00567	*	*	*	*	*	Human_SRR5558136_bin.38.fna_00822	*	Rumen_CACVNT01.fna_01142	Rumen_CACVQO01.fna_01010,Rumen_CACVQO01.fna_01011	Rumen_CACVRV01.fna_02254	Rumen_CACVSO01.fna_02214	Rumen_CACVSX01.fna_01980	Rumen_CACWHG01.fna_01403	Rumen_CACWMC01.fna_02201	Rumen_CACWMY01.fna_02006	*	Rumen_CACYST01.fna_02106	*	Rumen_CADAIA01.fna_01528	Rumen_CADBJG01.fna_03624	Rumen_CADBNS01.fna_02121	baboon1_01105	maccaque1_01348	maccaque2_01678	maccaque3_01406	maccaque4_01533	maccaque5_00554	maccaque6_00036	*
17	17	0.222	*	Human_SRR5056681_bin.100.fna_01472	Human_SRR5056817_bin.33.fna_01267	Human_SRR5056841_bin.46.fna_01157	Human_SRR5056944_bin.12.fna_02141	Human_SRR5056994_bin.72.fna_00027	*	Human_SRR6028624_bin.16.fna_00366	Rumen_CACVNT01.fna_01923	*	*	Rumen_CACVSO01.fna_01477	Rumen_CACVSX01.fna_02114	Rumen_CACWHG01.fna_00913	Rumen_CACWMC01.fna_00688	Rumen_CACWMY01.fna_02095	*	Rumen_CACYST01.fna_00505	Rumen_CADAEW01.fna_00115	Rumen_CADAIA01.fna_01819	*	*	*	*	*	*	*	maccaque5_00408	maccaque6_00260	*
16	17	0.323	Human_ERR414243_bin.4.fna_01784	*	*	*	*	*	Human_SRR5558136_bin.38.fna_00237	*	Rumen_CACVNT01.fna_01688	Rumen_CACVQO01.fna_01554,Rumen_CACVQO01.fna_01460	Rumen_CACVRV01.fna_00641	Rumen_CACVSO01.fna_00521	Rumen_CACVSX01.fna_02515	Rumen_CACWHG01.fna_01024	Rumen_CACWMC01.fna_01048	Rumen_CACWMY01.fna_00401	Rumen_CACWPH01.fna_00187	Rumen_CACYST01.fna_01848	Rumen_CADAEW01.fna_01692	Rumen_CADAIA01.fna_01146	Rumen_CADBJG01.fna_00367	Rumen_CADBNS01.fna_01493	*	*	*	*	*	*	*	*
27	28	0.166	Human_ERR414243_bin.4.fna_01855	Human_SRR5056681_bin.100.fna_00961	Human_SRR5056817_bin.33.fna_00017	Human_SRR5056841_bin.46.fna_01822	Human_SRR5056944_bin.12.fna_00702	Human_SRR5056994_bin.72.fna_01720	Human_SRR5558136_bin.38.fna_00261	Human_SRR6028624_bin.16.fna_01952	Rumen_CACVNT01.fna_01747	*	Rumen_CACVRV01.fna_01887	Rumen_CACVSO01.fna_00745	Rumen_CACVSX01.fna_02182	Rumen_CACWHG01.fna_01660	Rumen_CACWMC01.fna_00862	Rumen_CACWMY01.fna_02026	Rumen_CACWPH01.fna_00717,Rumen_CACWPH01.fna_00964	*	Rumen_CADAEW01.fna_01413	Rumen_CADAIA01.fna_00675	Rumen_CADBJG01.fna_02020	*	baboon1_01381	maccaque1_01205	maccaque2_00658	maccaque3_00587	maccaque4_01372	maccaque5_00952	maccaque6_00848	maccaque7_00548
27	28	0.156	Human_ERR414243_bin.4.fna_00747	Human_SRR5056681_bin.100.fna_01629	Human_SRR5056817_bin.33.fna_01671	Human_SRR5056841_bin.46.fna_01214	Human_SRR5056944_bin.12.fna_01627	Human_SRR5056994_bin.72.fna_01359	Human_SRR5558136_bin.38.fna_00974	Human_SRR6028624_bin.16.fna_00751	Rumen_CACVNT01.fna_01591	Rumen_CACVQO01.fna_01748	Rumen_CACVRV01.fna_01310	Rumen_CACVSO01.fna_02142	*	Rumen_CACWHG01.fna_00357	Rumen_CACWMC01.fna_00242	Rumen_CACWMY01.fna_01576	Rumen_CACWPH01.fna_01347	*	Rumen_CADAEW01.fna_00616	Rumen_CADAIA01.fna_02373	*	Rumen_CADBNS01.fna_01259	baboon1_00853,baboon1_02049	maccaque1_01016	maccaque2_00252	maccaque3_00391	maccaque4_01069	maccaque5_00482	maccaque6_00415	maccaque7_01017
26	26	0.0359	Human_ERR414243_bin.4.fna_01279	*	Human_SRR5056817_bin.33.fna_01178	Human_SRR5056841_bin.46.fna_00768	Human_SRR5056944_bin.12.fna_01280	Human_SRR5056994_bin.72.fna_01010	Human_SRR5558136_bin.38.fna_01190	Human_SRR6028624_bin.16.fna_01551	Rumen_CACVNT01.fna_00171	*	Rumen_CACVRV01.fna_00352	*	Rumen_CACVSX01.fna_01349	Rumen_CACWHG01.fna_00838	Rumen_CACWMC01.fna_00398	Rumen_CACWMY01.fna_00501	Rumen_CACWPH01.fna_00530	Rumen_CACYST01.fna_00570	Rumen_CADAEW01.fna_00997	Rumen_CADAIA01.fna_01091	Rumen_CADBJG01.fna_02324	Rumen_CADBNS01.fna_01284	baboon1_00431	maccaque1_01260	maccaque2_00562	maccaque3_01439	maccaque4_00631	maccaque5_01628	*	maccaque7_01492
28	29	0.157	Human_ERR414243_bin.4.fna_01856	Human_SRR5056681_bin.100.fna_00960	Human_SRR5056817_bin.33.fna_00018	Human_SRR5056841_bin.46.fna_01821	Human_SRR5056944_bin.12.fna_00703	Human_SRR5056994_bin.72.fna_01721	Human_SRR5558136_bin.38.fna_00262	Human_SRR6028624_bin.16.fna_01953	Rumen_CACVNT01.fna_01746	Rumen_CACVQO01.fna_01289	Rumen_CACVRV01.fna_01888	Rumen_CACVSO01.fna_00744	Rumen_CACVSX01.fna_02181	Rumen_CACWHG01.fna_01659	Rumen_CACWMC01.fna_00861	Rumen_CACWMY01.fna_02027	Rumen_CACWPH01.fna_00718,Rumen_CACWPH01.fna_00965	*	Rumen_CADAEW01.fna_01412	Rumen_CADAIA01.fna_00676	Rumen_CADBJG01.fna_02019	*	baboon1_01382	maccaque1_01206	maccaque2_00657	maccaque3_00588	maccaque4_01726	maccaque5_00953	maccaque6_00847	maccaque7_00549
28	29	0.243	Human_ERR414243_bin.4.fna_00720	Human_SRR5056681_bin.100.fna_01422	Human_SRR5056817_bin.33.fna_01947	Human_SRR5056841_bin.46.fna_00983	Human_SRR5056944_bin.12.fna_01825	Human_SRR5056994_bin.72.fna_01617	Human_SRR5558136_bin.38.fna_00011	Human_SRR6028624_bin.16.fna_01559	Rumen_CACVNT01.fna_02406	Rumen_CACVQO01.fna_00514	*	Rumen_CACVSO01.fna_00885,Rumen_CACVSO01.fna_01864	Rumen_CACVSX01.fna_01536	Rumen_CACWHG01.fna_00309	Rumen_CACWMC01.fna_00583	Rumen_CACWMY01.fna_00247	Rumen_CACWPH01.fna_00622	Rumen_CACYST01.fna_01000	*	Rumen_CADAIA01.fna_01349	Rumen_CADBJG01.fna_01577	Rumen_CADBNS01.fna_01540	baboon1_00151	maccaque1_00014	maccaque2_00978	maccaque3_00236	maccaque4_00708	maccaque5_00499	maccaque6_00237	maccaque7_00236
6	6	0.141	*	*	*	*	*	*	*	*	*	*	Rumen_CACVRV01.fna_00837	*	*	*	Rumen_CACWMC01.fna_00293	Rumen_CACWMY01.fna_01066	*	*	Rumen_CADAEW01.fna_01711	Rumen_CADAIA01.fna_01969	*	Rumen_CADBNS01.fna_00211	*	*	*	*	*	*	*	*
9	10	0.416	Human_ERR414243_bin.4.fna_00170	*	*	*	*	*	*	*	*	Rumen_CACVQO01.fna_01485	Rumen_CACVRV01.fna_01805	Rumen_CACVSO01.fna_02620,Rumen_CACVSO01.fna_00105	Rumen_CACVSX01.fna_00444	*	*	*	Rumen_CACWPH01.fna_02460	Rumen_CACYST01.fna_00269	*	*	Rumen_CADBJG01.fna_01449	Rumen_CADBNS01.fna_00876	*	*	*	*	*	*	*	*
5	6	0.611	Human_ERR414243_bin.4.fna_00717	*	*	*	*	*	*	*	*	*	*	Rumen_CACVSO01.fna_02198	*	*	*	*	Rumen_CACWPH01.fna_02429	*	*	Rumen_CADAIA01.fna_02027	Rumen_CADBJG01.fna_03428,Rumen_CADBJG01.fna_03895	*	*	*	*	*	*	*	*	*
29	30	0.171	Human_ERR414243_bin.4.fna_01683	Human_SRR5056681_bin.100.fna_00948	Human_SRR5056817_bin.33.fna_00030	Human_SRR5056841_bin.46.fna_00316	Human_SRR5056944_bin.12.fna_00715	Human_SRR5056994_bin.72.fna_00151	Human_SRR5558136_bin.38.fna_00935	Human_SRR6028624_bin.16.fna_00925	Rumen_CACVNT01.fna_00922	Rumen_CACVQO01.fna_01037	Rumen_CACVRV01.fna_01787	Rumen_CACVSO01.fna_00504	Rumen_CACVSX01.fna_01122	Rumen_CACWHG01.fna_00803	Rumen_CACWMC01.fna_00373	Rumen_CACWMY01.fna_00671	Rumen_CACWPH01.fna_01683	Rumen_CACYST01.fna_00047	Rumen_CADAEW01.fna_02138	Rumen_CADAIA01.fna_01050	Rumen_CADBJG01.fna_00225	*	baboon1_00981	maccaque1_01381	maccaque2_01346,maccaque2_01007	maccaque3_00695	maccaque4_00889	maccaque5_00262	maccaque6_00825	maccaque7_00771
5	6	0.415	*	Human_SRR5056681_bin.100.fna_01724	Human_SRR5056817_bin.33.fna_00887	*	*	*	*	*	Rumen_CACVNT01.fna_02731	*	*	*	*	*	*	Rumen_CACWMY01.fna_02321	*	*	*	*	Rumen_CADBJG01.fna_01331,Rumen_CADBJG01.fna_02198	*	*	*	*	*	*	*	*	*
15	16	0.338	Human_ERR414243_bin.4.fna_01891	Human_SRR5056681_bin.100.fna_02013	Human_SRR5056817_bin.33.fna_02163	Human_SRR5056841_bin.46.fna_01984	Human_SRR5056944_bin.12.fna_02081	Human_SRR5056994_bin.72.fna_01797	Human_SRR5558136_bin.38.fna_01719	Human_SRR6028624_bin.16.fna_02340	*	*	*	*	*	*	*	*	Rumen_CACWPH01.fna_02277	*	*	*	Rumen_CADBJG01.fna_03616,Rumen_CADBJG01.fna_02648	*	baboon1_01626	maccaque1_01951	*	maccaque3_01354	maccaque4_01107	*	*	maccaque7_01439
9	10	0.555	*	*	*	*	*	*	*	*	Rumen_CACVNT01.fna_01849	*	*	Rumen_CACVSO01.fna_00256,Rumen_CACVSO01.fna_01527	*	Rumen_CACWHG01.fna_01440	Rumen_CACWMC01.fna_01214	Rumen_CACWMY01.fna_00845	Rumen_CACWPH01.fna_01992	*	Rumen_CADAEW01.fna_01321	*	Rumen_CADBJG01.fna_00833	Rumen_CADBNS01.fna_00700	*	*	*	*	*	*	*	*
21	21	0.0206	Human_ERR414243_bin.4.fna_01700	*	*	Human_SRR5056841_bin.46.fna_02097	*	*	Human_SRR5558136_bin.38.fna_00569	Human_SRR6028624_bin.16.fna_02200	Rumen_CACVNT01.fna_00122	*	Rumen_CACVRV01.fna_00676	Rumen_CACVSO01.fna_01993	Rumen_CACVSX01.fna_02484	Rumen_CACWHG01.fna_00671	*	Rumen_CACWMY01.fna_00358	*	Rumen_CACYST01.fna_01495	Rumen_CADAEW01.fna_00799	Rumen_CADAIA01.fna_01871	*	*	baboon1_00284	maccaque1_01562	maccaque2_00416	maccaque3_00425	maccaque4_01370	maccaque5_00919	maccaque6_01453	maccaque7_00368
